Unnamed: 0,Processing,Ag,Al,B,Be,Bi,Cd,Co,Cr,Cu,Er,Eu,Fe,Ga,Li,Mg,Mn,Ni,Pb,Sc,Si,Sn,Ti,V,Zn,Zr,Elongation (%),Tensile Strength (MPa),Yield Strength (MPa),class
18,2,0.0,0.9193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0012,0.0,0.0,0.0045,0.0,0.0,0.0,0.0,0.071,0.0,0.0,0.0,0.0,0.0,2.0,180.0,,1
19,2,0.0,0.9003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017,0.0,0.0,0.029,0.0,0.0,0.0,0.0,0.069,0.0,0.0,0.0,0.0,0.0,7.4,176.0,,1
20,2,0.0,0.89861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00079,0.0016,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.069,0.0,0.0,0.0,0.0,0.0,9.2,190.0,,1
21,2,0.0,0.89792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00028,0.0018,0.0,0.0,0.028,0.0,0.0,0.0,0.0,0.072,0.0,0.0,0.0,0.0,0.0,7.7,187.0,,1
22,2,0.0,0.89745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00095,0.0016,0.0,0.0,0.029,0.0,0.0,0.0,0.0,0.071,0.0,0.0,0.0,0.0,0.0,8.2,204.0,,1
23,2,0.0,0.89571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00069,0.0016,0.0,0.0,0.028,0.0,0.0,0.0,0.0,0.074,0.0,0.0,0.0,0.0,0.0,8.9,188.0,,1
24,2,0.0,0.89408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012,0.0018,0.0,0.0,0.031,0.0,0.0,0.0,0.0,0.073,0.0,0.0,0.0,0.0,0.0,7.3,174.0,,1
25,4,0.0,0.9985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015,0.0,0.0,0.0,0.0,0.0,0.0,,,110.0,2
26,4,0.0,0.9975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,,,185.0,2
27,4,0.0,0.996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,,,220.0,2
28,4,0.0,0.9945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0055,0.0,0.0,0.0,0.0,0.0,0.0,,,260.0,2
29,4,0.0,0.9935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065,0.0,0.0,0.0,0.0,0.0,0.0,,,170.0,2
30,4,0.0,0.989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.0,0.0,0.0,0.0,0.0,0.0,,,165.0,2
31,4,0.0,0.9855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0145,0.0,0.0,0.0,0.0,0.0,0.0,,,160.0,2
32,4,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,,,275.0,2
33,2,0.0,0.88282,0.0,0.0,0.0,0.0,0.0,0.0018,0.017,0.0,0.0,0.0022,0.0,0.0,0.0275,0.0,0.001,0.0,0.0,0.0006,0.0,0.00028,0.0,0.0668,0.0,,198.0,172.0,1
34,4,0.0,0.9977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023,0.0,0.0,0.0,0.0,0.0,0.0,,185.0,159.0,2
35,4,0.0,0.9962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038,0.0,0.0,0.0,0.0,0.0,0.0,,220.0,199.0,2
36,0,0.0,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,,,138.0,7
37,0,0.0,0.996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,,,196.0,7
38,0,0.0,0.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,,,194.0,7
39,0,0.0,0.997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,,,209.0,7
40,3,0.0007,0.9208,0.0,0.0,0.0,0.0,0.0,0.0,0.0637,0.0,0.0,0.0057,0.0,0.0,0.0001,0.0018,0.0,0.0,0.0,0.0,0.0,0.0006,0.0,0.0066,0.0,4.0,225.0,130.0,1
41,3,0.0,0.916,0.0,0.0,0.0,0.0,0.0,0.0,0.0685,0.0,0.0,0.006,0.0,0.0,0.0001,0.002,0.0,0.0,0.0,0.0,0.0,0.0006,0.0,0.0068,0.0,6.0,240.0,125.0,1
42,3,0.0003,0.9153,0.0,0.0,0.0,0.0,0.0,0.0,0.0678,0.0,0.0,0.0062,0.0,0.0,0.0001,0.0019,0.0,0.0,0.0,0.0,0.0,0.0008,0.0,0.0076,0.0,4.0,230.0,130.0,1
43,3,0.001,0.9151,0.0,0.0,0.0,0.0,0.0,0.0,0.0684,0.0,0.0,0.0061,0.0,0.0,0.0001,0.0018,0.0,0.0,0.0,0.0,0.0,0.0002,0.0,0.0073,0.0,3.0,220.0,140.0,1
44,4,0.0,0.9985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015,0.0,0.0,0.0,0.0,0.0,0.0,,,150.0,2
45,4,0.0,0.9975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,,,210.0,2
46,4,0.0,0.996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,,,265.0,2
47,4,0.0,0.9935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065,0.0,0.0,0.0,0.0,0.0,0.0,,,200.0,2
48,4,0.0,0.989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.0,0.0,0.0,0.0,0.0,0.0,,,195.0,2
49,4,0.0,0.9855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0145,0.0,0.0,0.0,0.0,0.0,0.0,,,190.0,2
50,4,0.0,0.947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,259.0,147.0,2
51,4,0.0,0.944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,,401.0,368.0,2
52,4,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,,525.0,420.0,2
53,4,0.0,0.9977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023,0.0,0.0,0.0,0.0,0.0,0.0,,208.0,198.0,2
54,4,0.0,0.9962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038,0.0,0.0,0.0,0.0,0.0,0.0,,264.0,240.0,2
55,4,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,111.0,43.0,2
56,4,0.0,0.9885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0015,0.0,0.0,0.0,0.0,0.0,0.0,,221.0,216.0,2
57,4,0.0,0.987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,,303.0,288.0,2
58,4,0.0,0.985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,,323.0,309.0,2
59,4,0.0,0.9977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023,0.0,0.0,0.0,0.0,0.0,0.0,,157.0,147.0,2
60,4,0.0,0.9962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038,0.0,0.0,0.0,0.0,0.0,0.0,,199.0,193.0,2
61,4,0.0,0.9925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0075,0.0,0.0,0.0,0.0,0.0,0.0,,,265.0,2
62,4,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,,,280.0,2
63,4,0.0,0.9875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0125,0.0,0.0,0.0,0.0,0.0,0.0,,,220.0,2
64,4,0.0,0.9889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.005,0.0,0.0,0.0026,0.0,0.0,0.0,0.0,0.0,0.0015,,201.0,162.0,2
65,4,0.0,0.995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,,,160.0,2
66,9,0.0,0.969484742,0.0,0.0,0.0,0.0,0.0,0.0,0.001250625,0.0,0.0,0.003501751,0.0,0.0,0.010505253,0.012506253,0.0,0.0,0.0,0.00150075,0.0,0.0,0.0,0.001250625,0.0,20.0,166.0,58.6,7
67,9,0.0,0.967725794,0.0,0.0,0.0,0.0,0.0,0.002501876,0.000500375,0.0,0.0,0.002001501,0.0,0.0,0.025018764,0.000500375,0.0,0.0,0.0,0.001250938,0.0,0.0,0.0,0.000500375,0.0,15.0,191.5,106.0,7
68,9,0.0,0.989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,,95.0,75.0,7
69,9,0.0,0.971,0.0,0.0,0.0,0.0,0.0,0.0012,0.0,0.0,0.0,0.0,0.0,0.0,0.027,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,260.0,180.0,7
70,9,0.0,0.958197747,0.0,0.0,0.0,0.0,0.0,0.001251564,0.000500626,0.0,0.0,0.002002503,0.0,0.0,0.027033792,0.007509387,0.0,0.0,0.0,0.001251564,0.0,0.001001252,0.0,0.001251564,0.0,12.95,240.0,138.0,7
71,9,0.0,0.946946947,0.0,0.0,0.0,0.0,0.0,0.001501502,0.000500501,0.0,0.0,0.002502503,0.0,0.0,0.04004004,0.004504505,0.0,0.0,0.0,0.002002002,0.0,0.000750751,0.0,0.001251251,0.0,12.95,261.0,152.5,7
72,9,0.0,0.940470235,0.0,0.0,0.0,0.0,0.0,0.00150075,0.00050025,0.0,0.0,0.002001001,0.0,0.0,0.044522261,0.007003502,0.0,0.0,0.0,0.002001001,0.0,0.000750375,0.0,0.001250625,0.0,12.95,248.5,148.0,7
73,9,0.0,0.934233558,0.0,0.0,0.0,0.0,0.0,0.001250313,0.000500125,0.0,0.0,0.0020005,0.0,0.0,0.051012753,0.007501875,0.0,0.0,0.0,0.001250313,0.0,0.00100025,0.0,0.001250313,0.0,12.95,305.5,188.5,7
74,9,0.0,0.98075,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.0,0.0,0.0035,0.0,0.0,0.00675,0.001,0.0,0.0,0.0,0.004,0.0,0.001,0.0,0.001,0.0,20.0,150.0,,7
75,9,0.0,0.971,0.0,0.0,0.0,0.0,0.0,0.0012,0.0,0.0,0.0,0.0,0.0,0.0,0.027,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,250.0,125.0,7
76,9,0.0,0.9635,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0275,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,248.211252,124.105626,7
77,9,0.0,0.9625,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,240.0,115.0,7
78,9,0.0,0.9625,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,240.0,115.0,7
79,9,0.0,0.9625,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,241.316495,117.210869,7
80,9,0.0,0.958197747,0.0,0.0,0.0,0.0,0.0,0.001251564,0.000500626,0.0,0.0,0.002002503,0.0,0.0,0.027033792,0.007509387,0.0,0.0,0.0,0.001251564,0.0,0.001001252,0.0,0.001251564,0.0,13.0,225.5,103.5,7
81,9,0.0,0.9545,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,268.895523,131.000383,7
82,9,0.0,0.954,0.0,0.0,0.0,0.0,0.0,0.0015,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,270.0,130.0,7
83,9,0.0,0.946946947,0.0,0.0,0.0,0.0,0.0,0.001501502,0.000500501,0.0,0.0,0.002502503,0.0,0.0,0.04004004,0.004504505,0.0,0.0,0.0,0.002002002,0.0,0.000750751,0.0,0.001251251,0.0,11.0,246.5,110.5,7
84,9,0.0,0.9465,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0445,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,296.474551,158.579411,7
85,9,0.0,0.940470235,0.0,0.0,0.0,0.0,0.0,0.00150075,0.00050025,0.0,0.0,0.002001001,0.0,0.0,0.044522261,0.007003502,0.0,0.0,0.0,0.002001001,0.0,0.000750375,0.0,0.001250625,0.0,12.95,283.0,117.0,7
86,9,0.0,0.9385,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0525,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,310.264065,165.474168,7
87,9,0.0,0.934233558,0.0,0.0,0.0,0.0,0.0,0.001250313,0.000500125,0.0,0.0,0.0020005,0.0,0.0,0.051012753,0.007501875,0.0,0.0,0.0,0.001250313,0.0,0.00100025,0.0,0.001250313,0.0,12.95,298.0,130.5,7
88,9,0.0,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,10.0,193.053196,172.368925,7
89,9,0.0,0.954,0.0,0.0,0.0,0.0,0.0,0.0015,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,290.0,205.0,7
90,9,0.0,0.9475,0.0,0.0,0.0,0.0,0.0,0.0015,0.0,0.0,0.0,0.0,0.0,0.0,0.044,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,315.0,230.0,7
91,9,0.0,0.947,0.0,0.0,0.0,0.0,0.0,0.0012,0.0,0.0,0.0,0.0,0.0,0.0,0.051,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,350.0,255.0,7
92,9,0.0,0.9988,0.0,0.0,0.0,0.0,0.0,0.0,0.0012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,110.0,105.0,7
93,9,0.0,0.992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,140.0,130.0,7
94,9,0.0,0.989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,150.0,130.0,7
95,9,0.0,0.9868,0.0,0.0,0.0,0.0,0.0,0.0,0.0012,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,130.0,125.0,7
96,9,0.0,0.969484742,0.0,0.0,0.0,0.0,0.0,0.0,0.001250625,0.0,0.0,0.003501751,0.0,0.0,0.010505253,0.012506253,0.0,0.0,0.0,0.00150075,0.0,0.0,0.0,0.001250625,0.0,11.25,185.5,157.5,7
97,9,0.0,0.958719039,0.0,0.0,0.0,0.0,0.0,0.001501126,0.000500375,0.0,0.0,0.002001501,0.0,0.0,0.031023267,0.002501876,0.0,0.0,0.0,0.002001501,0.0,0.000750563,0.0,0.001000751,0.0,14.5,232.5,166.0,7
98,9,0.0,0.958197747,0.0,0.0,0.0,0.0,0.0,0.001251564,0.000500626,0.0,0.0,0.002002503,0.0,0.0,0.027033792,0.007509387,0.0,0.0,0.0,0.001251564,0.0,0.001001252,0.0,0.001251564,0.0,14.05,265.0,205.0,7
99,9,0.0,0.95623906,0.0,0.0,0.0,0.0,0.0,0.002500625,0.000500125,0.0,0.0,0.0020005,0.0,0.0,0.035008752,0.000500125,0.0,0.0,0.0,0.001250313,0.0,0.00100025,0.0,0.00100025,0.0,13.0,265.0,205.0,7
100,9,0.0,0.945709282,0.0,0.0,0.0,0.0,0.0,0.000500375,0.000750563,0.0,0.0,0.001751313,0.0,0.0,0.045033775,0.003502627,0.0,0.0,0.0,0.001000751,0.0,0.000500375,0.0,0.001250938,0.0,12.0,317.0,234.0,7
101,9,0.0,0.953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,287.5,145.0,7
102,9,0.0,0.953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,287.5,145.0,7
103,9,0.0,0.948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.1,350.0,220.0,7
104,9,0.0,0.948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.1,350.0,220.0,7
105,9,0.0,0.942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017,0.041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,427.5,315.0,7
106,9,0.0,0.942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017,0.041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,427.5,315.0,7
107,8,0.0,0.9988,0.0,0.0,0.0,0.0,0.0,0.0,0.0012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,125.0,115.0,5
108,8,0.0,0.998749062,0.0,0.0,0.0,0.0,0.0,0.0,0.000250188,0.0,0.0,0.0,0.0,0.0,0.0,0.000250188,0.0,0.0,0.0,0.0,0.0,0.000250188,0.0,0.000500375,0.0,8.0,125.0,115.0,5
109,8,0.0,0.996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,12.0,96.526598,89.631841,5
110,8,0.0,0.992,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.0002,0.0,0.0,0.0,0.0002,0.0,0.0,0.0,0.007,0.0,0.0002,0.0,0.0002,0.0,9.0,124.105626,117.210869,5
111,8,0.0,0.992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,160.0,150.0,5
112,8,0.0,0.992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,158.579411,151.684654,5
113,8,0.0,0.989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,170.0,150.0,5
